run_family,scenario_name,description,mechanism,num_outcomes,fee_bps,protocol_fee_bps,event_count,path_labels,max_price_change,all_prices_within_tolerance,all_buy_quotes_improved,lp_fairness_rows,solvency_passed,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,reserve_required,releasable_pool,total_residual_claimed,divergence_implemented,divergence_max_price_entry_diff,divergence_max_quote_diff,divergence_max_nav_diff,divergence_max_nav_per_deposit_diff,divergence_solvency_match,invariant_failures
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298681,False,,,,,,0
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,global_state_fungible_fees_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298681,True,1.692259504427551766395253783E-29,3.318756508239871852862705333E-27,0,0,True,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,reference_parallel_lmsr_reserve_residual,3,100,25,11,primary,2.373209603267881507115591096E-29,True,True,2,True,1,0,0,0,0,172.3073872222507602353057862,172.3073872222507602353057862,False,,,,,,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,global_state_fungible_fees_reserve_residual,3,100,25,11,primary,1E-80,True,True,2,True,1,0,0,0,0,172.3073872222507602353057862,172.3073872222507602353057862,True,1.931103403218438390843441723E-29,1.562319718237439645619824510E-26,0,1E-28,True,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,reference_parallel_lmsr_reserve_residual,8,100,25,10,primary,3.374692031740994479984785479E-29,True,True,2,True,1,0,0,0,0,430.9587163292799935179050882,430.9587163292799935179050881,False,,,,,,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,global_state_fungible_fees_reserve_residual,8,100,25,10,primary,4E-80,True,True,2,True,1,0,0,0,0,430.9587163292799935179050881,430.9587163292799935179050881,True,4.089545676090504386575819335E-29,4.113632320839174190388097129E-27,0,0,True,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,reference_parallel_lmsr_reserve_residual,3,100,25,12,primary,2.624120992910607646011639570E-29,True,True,3,True,1,0,0,0,0,189.7335490524779885235555000,189.7335490524779885235555000,False,,,,,,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,global_state_fungible_fees_reserve_residual,3,100,25,12,primary,2E-80,True,True,3,True,1,0,0,0,0,189.7335490524779885235555000,189.7335490524779885235555000,True,2.636127865224893111038456986E-29,4.571362005618872722001083632E-27,0,0,True,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",reference_parallel_lmsr_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,1E-80,True,True,2,True,2,0,0.00003325045902808599741440,40.73295640739754340683159983,0,163.7003719768995612387760521,163.7003719768995612387760521,False,,,,,,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",global_state_fungible_fees_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,0E-80,True,True,2,True,2,0,0.00003325045902808599741430,40.73295640739754340683159983,0,163.7003719768995612387760521,163.7003719768995612387760521,True,1.765644502063622099440143929E-29,2.553817375184889134398271775E-27,0,0,True,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,False,,,,,,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",global_state_fungible_fees_reserve_residual,3,100,25,9,primary,0E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,True,1.765644502063622099440143929E-29,1.185701875453484651450107352E-26,0,0,True,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",reference_parallel_lmsr_reserve_residual,3,100,25,15,primary,3.709404702152548257295422586E-29,True,True,4,True,1,0,0,0,0,212.3419422003601733705637674,212.3419422003601733705637673,False,,,,,,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",global_state_fungible_fees_reserve_residual,3,100,25,15,primary,2E-80,True,True,4,True,1,0,0,0,0,212.3419422003601733705637675,212.3419422003601733705637675,True,1.391792870270238438400451547E-28,1.608465989152222864691681163E-26,2E-25,1.6E-27,True,0
deterministic,zero_flow_nav_invariance,"Zero-flow LP entry sanity check: no trades after entry, used for NAV invariance validation.",reference_parallel_lmsr_reserve_residual,3,100,25,3,primary,1E-80,True,True,2,True,1,0,0,0,0,0,0,False,,,,,,0
